id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
99_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_98	C7H5NO3S2	[M - H]-	C7H5NO3S2	Alkaloids	0.8171771764755249	Anthranilic acid alkaloids	0.6753908395767212	Phenazine alkaloids	0.5671564340591431	Arylsulfonic acids and derivatives	0.7624269127845764	Arylsulfonic acids and derivatives	0.7624269127845764	Organosulfonic acids and derivatives	0.9387955069541931	Organic sulfonic acids and derivatives	0.9387183785438538	Organic acids and derivatives	0.9989965558052063	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Benzothiazoles; Azoles; Sulfonyls; Organosulfonic acids; Arylsulfonic acids and derivatives; Benzenoids; Organic anions; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	98
102_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_101	C11H20O4	[M - H]-	C11H20O4	Fatty acids	0.8947791457176208	Fatty Acids and Conjugates	0.9550619721412659	Dicarboxylic acids	0.9766982197761536	Medium-chain fatty acids	0.9382108449935913	Medium-chain fatty acids	0.9382108449935913	Fatty acids and conjugates	0.9838870167732239	Fatty Acyls	0.9811940789222717	Lipids and lipid-like molecules	0.9863600134849548	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	101
103_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_102	C12H14N2O2	[M - H]-	C12H14N2O2	Alkaloids	0.7544636130332947	Tryptophan alkaloids	0.7016595602035522	Simple indole alkaloids	0.8123996257781982	N-acylserotonins	0.9072340130805969	Serotonins	0.9276180863380432	Tryptamines and derivatives	0.8165097236633301	Indoles and derivatives	0.9929250478744507	Organoheterocyclic compounds	0.9999270439147949	Organic compounds; Organoheterocyclic compounds; Pyrroles; Phenols; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Serotonins; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyindoles; 3-alkylindoles; N-acetyl-2-arylethylamines; N-acylserotonins; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	102
104_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_103	C13H16O3	[M - H]-	C13H16O3	Terpenoids	0.6301409006118774	Phloroglucinols	0.23266634345054626	Acyl phloroglucinols	0.1787085086107254	Alkyl-phenylketones	0.5032470226287842	Ketones	0.8348225951194763	Carbonyl compounds	0.9618262648582458	Organooxygen compounds	0.9999617338180542	Organic oxygen compounds	0.9999585151672363	Organic compounds; Ketones; Acetophenones; Aldehydes; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Aryl-aldehydes; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	103
105_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_104	C12H14O4	[M - H]-	C12H14O4	Shikimates and Phenylpropanoids	0.9218232035636902	Phenolic acids (C6-C1)	0.8956348896026611	Simple phenolic acids	0.8647578954696655	Benzoic acid esters	0.8612958192825317	Benzoic acid esters	0.8612958192825317	Benzoic acids and derivatives	0.9886539578437805	Benzene and substituted derivatives	0.9996877908706665	Benzenoids	0.9999895095825195	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	104
106_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_105	C12H14O4	[M - H]-	C12H14O4	Shikimates and Phenylpropanoids	0.9187009930610657	Phenolic acids (C6-C1)	0.8898448348045349	Simple phenolic acids	0.860482395	Benzoic acid esters	0.8815935850143433	Benzoic acid esters	0.8815935850143433	Benzoic acids and derivatives	0.9857160449028015	Benzene and substituted derivatives	0.99956876	Benzenoids	0.9999823570251465	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	105
107_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_106	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.6623668074607849	Sesquiterpenoids	0.4820396304130554	Menthane monoterpenoids	0.4138484597206116	Phenylpropanes	0.9838714599609375			Phenylpropanes	0.9838714599609375	Benzene and substituted derivatives	0.9567368030548096	Benzenoids	0.9986627101898193	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	106
108_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_107	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.8010537624359131	Sesquiterpenoids	0.7434037923812866	Herbertane sesquiterpenoids	0.7260429263114929	Phenylpropanes	0.8478885293006897			Phenylpropanes	0.8478885293006897	Benzene and substituted derivatives	0.895537794	Benzenoids	0.9937735795974731	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	107
109_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_108	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.7371984720230103	Sesquiterpenoids	0.53071183	Menthane monoterpenoids	0.5444961786270142	Phenylpropanes	0.9203675389289856			Phenylpropanes	0.9203675389289856	Benzene and substituted derivatives	0.8743518590927124	Benzenoids	0.9321305155754089	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	108
111_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_110	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.7905203104019165	Sesquiterpenoids	0.9161480665206909	Drimane sesquiterpenoids	0.5391798615455627	Alcohols and polyols	0.8901534080505371			Alcohols and polyols	0.8901534080505371	Organooxygen compounds	0.9999005794525146	Organic oxygen compounds	0.9998754262924194	Organic compounds; Alcohols and polyols; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	110
112_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_111	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.7266836762428284	Monoterpenoids	0.5463525652885437	Menthane monoterpenoids	0.5768805146217346	Phenylpropanes	0.9792070388793945			Phenylpropanes	0.9792070388793945	Benzene and substituted derivatives	0.9047868251800537	Benzenoids	0.9837480783462524	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	111
113_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_112	C14H22O2	[M - H]-	C14H22O2	Terpenoids	0.6601600646972656	Sesquiterpenoids	0.5570773482322693	Herbertane sesquiterpenoids	0.5616674423217773	Phenylpropanes	0.9005958437919617			Phenylpropanes	0.9005958437919617	Benzene and substituted derivatives	0.9526423811912537	Benzenoids	0.9837717413902283	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	112
115_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_114	C13H20O3	[M - H]-	C13H20O3	Terpenoids	0.557558537	Sesquiterpenoids	0.3828727900981903	Bisabolane sesquiterpenoids	0.1667490154504776	Hydroxybenzaldehydes	0.7682279348373413	Aldehydes	0.6786813139915466	Carbonyl compounds	0.948562503	Organooxygen compounds	0.999993086	Organic oxygen compounds	0.9999911785125732	Organic compounds; Aldehydes; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	114
116_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_115	C13H20O3	[M - H]-	C13H20O3	Shikimates and Phenylpropanoids	0.292069674	Phenolic acids (C6-C1)	0.6499079465866089	Simple phenolic acids	0.6573050022125244	Benzoic acids	0.5972870588302612	Benzoic acids	0.5972870588302612	Benzoic acids and derivatives	0.6957798004150391	Benzene and substituted derivatives	0.9861060380935669	Benzenoids	0.9964072108268738	Organic compounds; Alkyl aryl ethers; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	115
117_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_116	C13H20O3	[M - H]-	C13H20O3	Fatty acids	0.6637481451034546	Fatty Acids and Conjugates	0.5075021386146545	Oxo fatty acids	0.5659730434417725	Unsaturated fatty acids	0.783149004	Unsaturated fatty acids	0.783149004	Fatty acids and conjugates	0.8129274249076843	Fatty Acyls	0.8620506525039673	Lipids and lipid-like molecules	0.9088760614395142	Organic compounds; Lipids and lipid-like molecules; Aldehydes; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	116
118_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_117	C13H20O3	[M - H]-	C13H20O3	Terpenoids	0.593339741	Sesquiterpenoids	0.5067567229270935	Menthane monoterpenoids	0.18289922177791595	Lipids and lipid-like molecules	0.6485509276390076							Lipids and lipid-like molecules	0.6485509276390076	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	117
119_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_118	C12H18O4	[M - H]-	C12H18O4	Fatty acids	0.7410163283348083	Fatty Acids and Conjugates	0.6775487661361694	Oxo fatty acids	0.649786115	Medium-chain keto acids and derivatives	0.7350887656211853			Medium-chain keto acids and derivatives	0.7350887656211853	Keto acids and derivatives	0.7187380790710449	Organic acids and derivatives	0.9995508790016174	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Keto acids and derivatives; Gamma-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Medium-chain keto acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	118
120_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_119	C13H22O3	[M - H]-	C13H22O3	Fatty acids	0.6714614629745483	Fatty Acids and Conjugates	0.7266102433204651	Hydroxy fatty acids	0.8352438807487488	Medium-chain fatty acids	0.5793915390968323	Medium-chain fatty acids	0.5793915390968323	Fatty acids and conjugates	0.8681954741477966	Fatty Acyls	0.8520833253860474	Lipids and lipid-like molecules	0.8995984196662903	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	119
121_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_120	C12H20O4	[M - H]-	C12H20O4	Fatty acids	0.8126328587532043	Fatty Acids and Conjugates	0.8847138285636902	Dicarboxylic acids	0.9185513854026794	Medium-chain fatty acids	0.8752902746200562	Medium-chain fatty acids	0.8752902746200562	Fatty acids and conjugates	0.9619722962379456	Fatty Acyls	0.9357836842536926	Lipids and lipid-like molecules	0.9472171068191528	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	120
124_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_123	C12H23NO3	[M - H]-	C12H23NO3	Amino acids and Peptides	0.6584519743919373	Small peptides	0.6662287712097168	Aminoacids	0.6373276114463806	Alpha amino acids	0.8288500308990479	Amino acids and derivatives	0.9818328619003296	"Amino acids, peptides, and analogues"	0.9817737936973572	Carboxylic acids and derivatives	0.9986963868141174	Organic acids and derivatives	0.999672532	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alpha-amino ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Keto acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	123
126_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_125	C15H22O2	[M - H]-	C15H22O2	Terpenoids	0.948553741	Sesquiterpenoids	0.9064415693283081	Asteriscane sesquiterpenoids	0.4095692038536072	Sesquiterpenoids	0.6677896976470947			Sesquiterpenoids	0.6677896976470947	Prenol lipids	0.7487876415252686	Lipids and lipid-like molecules	0.7303634881973267	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	125
127_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_126	C15H22O2	[M - H]-	C15H22O2	Terpenoids	0.9437345266342163	Sesquiterpenoids	0.906489909	Asteriscane sesquiterpenoids	0.4275949001312256	Sesquiterpenoids	0.6709864139556885			Sesquiterpenoids	0.6709864139556885	Prenol lipids	0.749632716	Lipids and lipid-like molecules	0.7399577498435974	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	126
128_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_127	C15H22O2	[M - H]-	C15H22O2	Terpenoids	0.9226391911506653	Sesquiterpenoids	0.8808931708335876	Caryophyllane sesquiterpenoids	0.5969943404197693	Sesquiterpenoids	0.6543260812759399			Sesquiterpenoids	0.6543260812759399	Prenol lipids	0.7737560272216797	Lipids and lipid-like molecules	0.7674318552017212	Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127
129_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_128	C15H22O2	[M - H]-	C15H22O2	Shikimates and Phenylpropanoids	0.6190612316131592	Flavonoids	0.5110256671905518	Botryane sesquiterpenoids	0.32386961579322815	Phenylpropanes	0.9919811487197876			Phenylpropanes	0.9919811487197876	Benzene and substituted derivatives	0.9800983667373657	Benzenoids	0.9995310306549072	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	128
130_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_129	C15H22O2	[M - H]-	C15H22O2	Terpenoids	0.8008308410644531	Sesquiterpenoids	0.7316170334815979	Apocarotenoids (Î²-)	0.18100571632385254	Sesquiterpenoids	0.6821332573890686			Sesquiterpenoids	0.6821332573890686	Prenol lipids	0.7164353728294373	Lipids and lipid-like molecules	0.8177075982093811	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	129
131_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_130	C15H22O2	[M - H]-	C15H22O2	Terpenoids	0.9349520802497864	Sesquiterpenoids	0.8837425708770752	Caryophyllane sesquiterpenoids	0.30935344099998474	Sesquiterpenoids	0.5528313517570496			Sesquiterpenoids	0.5528313517570496	Prenol lipids	0.6122517585754395	Lipids and lipid-like molecules	0.5981612801551819	Organic compounds; Lipids and lipid-like molecules; Ketones; Ethers; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	130
132_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_131	C12H12O5	[M - H]-	C12H12O5	Polyketides	0.6831673979759216	Chromanes	0.5542288422584534	Isocoumarins	0.6615850925445557	Isocoumarins and derivatives	0.7731943130493164					Isocoumarins and derivatives	0.7731943130493164	Phenylpropanoids and polyketides	0.1725502908229828	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Secondary alcohols; Isocoumarins and derivatives; Polyols; Benzenoids; 2-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	131
133_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_132	C14H20O3	[M - H]-	C14H20O3	Terpenoids	0.5906833410263062	Sesquiterpenoids	0.5697512030601501	Simple aromatic polyketides	0.2864515781402588	Hydroxybenzaldehydes	0.9293702244758606	Aldehydes	0.8703858256340027	Carbonyl compounds	0.9890131950378418	Organooxygen compounds	0.9999977350234985	Organic oxygen compounds	0.9999970197677612	Organic compounds; Ketones; Aldehydes; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Cresols; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	132
134_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_133	C14H20O3	[M - H]-	C14H20O3	Terpenoids	0.6088026762008667	Sesquiterpenoids	0.5264624953269958	Simple aromatic polyketides	0.20262718200683594	Hydroxybenzaldehydes	0.9815905690193176	Aldehydes	0.9765543937683105	Carbonyl compounds	0.9957301020622253	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	0.9999997615814209	Organic compounds; Aldehydes; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Cresols; Benzenediols; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	133
135_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_134	C15H24O2	[M - H]-	C15H24O2	Terpenoids	0.49583160877227783	Sesquiterpenoids	0.508324385	Catechols with side chains	0.16560320556163788	Tyrosols	0.5478114485740662	Tyrosols	0.5478114485740662	Tyrosols and derivatives	0.4804072976112366	Phenols	0.9034121036529541	Benzenoids	0.9969668984413147	Organic compounds; Alcohols and polyols; Phenols; Primary alcohols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Tyrosols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	134
139_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_138	C9H19NO4S	[M - H]-	C9H19NO4S	Fatty acids	0.3073943555355072	Fatty amides	0.5134931206703186	N-acyl amines	0.2895434498786926	Cyclamates	0.936193585			Cyclamates	0.936193585	Sulfamic acid derivatives	0.9403055906295776	Organic acids and derivatives	0.9999963045120239	Organic compounds; Organosulfur compounds; Sulfamic acid derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Cyclamates; Organic sulfuric acids and derivatives; Sulfuric acid monoamides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic anions; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	138
140_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_139	C13H17O4	[M - H]-	C13H17O4	Shikimates and Phenylpropanoids	0.5800725221633911	Phenolic acids (C6-C1)	0.4951358735561371	Menthane monoterpenoids	0.49672946333885193	Benzoic acids	0.5065560936927795	Benzoic acids	0.5065560936927795	Benzoic acids and derivatives	0.5881168246269226	Benzene and substituted derivatives	0.9541146159172058	Benzenoids	0.9981485605239868	Organic compounds; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Benzoic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	139
142_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_141	C14H22O3	[M - H]-	C14H22O3	Terpenoids	0.8732666969299316	Sesquiterpenoids	0.9327704310417175	Drimane sesquiterpenoids	0.9143736958503723	Sesquiterpenoids	0.583233654			Sesquiterpenoids	0.583233654	Prenol lipids	0.609014094	Lipids and lipid-like molecules	0.5429725646972656	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Sesquiterpenoids; Naphthofurans; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	141
143_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_142	C14H22O3	[M - H]-	C14H22O3	Terpenoids	0.8727986812591553	Sesquiterpenoids	0.8951597213745117	Drimane sesquiterpenoids	0.5300864577293396	Sesquiterpenoids	0.5886821150779724			Sesquiterpenoids	0.5886821150779724	Prenol lipids	0.7021746635437012	Lipids and lipid-like molecules	0.5787731409072876	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142
144_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_143	C14H22O3	[M - H]-	C14H22O3	Terpenoids	0.9163945317268372	Sesquiterpenoids	0.9435964226722717	Drimane sesquiterpenoids	0.9041857123374939	Sesquiterpenoids	0.5871027112007141			Sesquiterpenoids	0.5871027112007141	Prenol lipids	0.6716798543930054	Lipids and lipid-like molecules	0.5977758765220642	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	143
149_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_148	C13H20O4	[M - H]-	C13H20O4	Fatty acids	0.5125110149383545	Sesquiterpenoids	0.4574131667613983	Oxo fatty acids	0.3880671262741089	Fatty acids and conjugates	0.6327845454216003			Fatty acids and conjugates	0.6327845454216003	Fatty Acyls	0.5341669917106628	Lipids and lipid-like molecules	0.7120550870895386	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	148
151_Mat_2024_01_11_16_29_44_AlignmentResult_2023_09_150	C14H24O3	[M - H]-	C14H24O3	Fatty acids	0.7616539001464844	Fatty Acids and Conjugates	0.8005547523498535	Hydroxy fatty acids	0.8201061487197876	Medium-chain fatty acids	0.5173314213752747	Medium-chain fatty acids	0.5173314213752747	Fatty acids and conjugates	0.9437346458435059	Fatty Acyls	0.9453030824661255	Lipids and lipid-like molecules	0.9576709866523743	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	150
